"SB 3142","Appropriation; MS Workers Compensation Comm.","Budget, Spending and Taxes","Labor",,
"HB 1619","Appropriation; Office of Capital Defense Counsel.","Budget, Spending and Taxes","Crime",,
"HB 1620","Appropriation; Office of Capital Post-Conviction Counsel.","Budget, Spending and Taxes","Crime",,
"HB 1621","Appropriation; Office of Indigent Appeals.","Budget, Spending and Taxes","Welfare and Poverty",,
"SB 3146","Appropriation; Office of State Aid Road Construction.","Budget, Spending and Taxes","Transportation",,
"HB 1648","Appropriation; Oil and Gas Board.","Budget, Spending and Taxes","Energy",,
"HB 1637","Appropriation; Pat Harrison Waterway District.","Budget, Spending and Taxes",,,
"HB 1639","Appropriation; Pearl River Basin Development District.","Budget, Spending and Taxes",,,
"HB 1640","Appropriation; Pearl River Valley Water Supply District.","Budget, Spending and Taxes",,,
"SB 3169","Appropriation; Personnel Bd.","Budget, Spending and Taxes",,,
"SB 3151","Appropriation; Pharmacy Bd.","Budget, Spending and Taxes","Health",,
"HB 1655","Appropriation; Physical Therapy Board.","Budget, Spending and Taxes","Health",,
"SB 3152","Appropriation; Prof. Counselors Licensing Bd.","Budget, Spending and Taxes",,,
"SB 3158","Appropriation; Public Contractors Bd.","Budget, Spending and Taxes",,,
"HB 1647","Appropriation; Public Employees' Retirement System-administrative expenses; maintenance and operation of building.","Budget, Spending and Taxes","Senior Issues","Labor",
"HB 1649","Appropriation; Public Service Commission.","Budget, Spending and Taxes","Public Services",,
"HB 1650","Appropriation; Public Utilities Staff.","Budget, Spending and Taxes","Public Services",,
"HB 1652","Appropriation; Real Estate Appraiser Licensing and Certification Board.","Budget, Spending and Taxes","Housing and Property",,
"HB 1651","Appropriation; Real Estate Commission.","Budget, Spending and Taxes","Housing and Property",,
"HB 1668","Appropriation; reappropriation, DFA - Bureau of Building; FY11.","Budget, Spending and Taxes",,,
"HB 128","Appropriation; Recreational Facilities Activity Program Fund administered by the State Department of Education.","Budget, Spending and Taxes","Recreation",,
"HB 1645","Appropriation; Rehabilitation Services - Consolidated.","Budget, Spending and Taxes","Health",,
"SB 3170","Appropriation; Secretary of State.","Budget, Spending and Taxes","State Agencies",,
"HB 1631","Appropriation; Soil and Water Conservation Commission.","Budget, Spending and Taxes","Environmental",,
"HB 1665","Appropriation; State Board of Barber Examiners.","Budget, Spending and Taxes",,,
"HB 1654","Appropriation; State Board of Medical Licensure.","Budget, Spending and Taxes","Health",,
"HB 1658","Appropriation; State Board of Nursing Home Administrators.","Budget, Spending and Taxes","Health",,
"HB 1630","Appropriation; State Board of Registration for Foresters.","Budget, Spending and Taxes","Environmental",,
"HB 1660","Appropriation; State Board of Registration for Professional Engineers and Land Surveyors.","Budget, Spending and Taxes",,,
"HB 1622","Appropriation; State Department of Education - General Programs, Education Reform Act and Vocational Education.","Budget, Spending and Taxes","Education",,
"SB 3105","Appropriation; State Department of Education; national board certification, additional for FY2010.","Budget, Spending and Taxes","Education",,
"HB 1090","Appropriation; State Department of Education.","Budget, Spending and Taxes","Education",,
"HB 1628","Appropriation; State Department of Health-support.","Budget, Spending and Taxes","Health",,
"HB 1643","Appropriation; State Fire Academy.","Budget, Spending and Taxes",,,
"HB 1629","Appropriation; State Forestry Commission.","Budget, Spending and Taxes","Environmental",,
"SB 3186","Appropriation; State Government Agencies Special Fund; Additional FY 2010.","Budget, Spending and Taxes","State Agencies",,
"SB 3126","Appropriation; Student Financial Aid.","Budget, Spending and Taxes","Education",,
"HB 1618","Appropriation; Supreme Court Services.","Budget, Spending and Taxes","Judiciary",,
"SB 3164","Appropriation; Tenn-Tom Waterway Develop. Dist.","Budget, Spending and Taxes",,,
"HB 1646","Appropriation; Tombigbee River Valley Water Management District.","Budget, Spending and Taxes",,,
"SB 3172","Appropriation; Treasurers Office.","Budget, Spending and Taxes",,,
"SB 3127","Appropriation; Univ. Med. Cen. - Consol.","Budget, Spending and Taxes",,,
"SB 3136","Appropriation; Veterans Affairs Bd.","Budget, Spending and Taxes","Military",,
"HB 1663","Appropriation; Veterans' Home Purchase Board.","Budget, Spending and Taxes","Military",,
"SB 3153","Appropriation; Veterinary Exam. Bd.","Budget, Spending and Taxes","Military",,
"HB 1638","Appropriation; Yellow Creek State Inland Port Authority.","Budget, Spending and Taxes",,,
"SB 2622","Appropriations bills; contain lump-sum amounts not major object of expenditure.","Budget, Spending and Taxes",,,
"SB 2566","Appropriations; MS National Guard Youth Challenge Program at Camp McCain.","Budget, Spending and Taxes",,,
"SB 2883","Appropriations; tobacco litigation funds, supplemental health insurance for law enforcement; FY2011.","Budget, Spending and Taxes",,,
"HR 19","April 20, 2010; designate as ""Mississippi Earth Day:  The Green Generation.""","Resolutions","Environmental",,
"HB 990","Arbitration clause; considered nonbinding in certain contracts.","Legal Issues",,,
"HB 887","Architects; clarify qualifications for nonresident.","Housing and Property",,,
"SB 2642","Armed Forces Absentee Voting Law; make changes to comply with federal law.","Campaign Finance and Election Issues","Military",,
"SB 3031","Armed Forces Absentee Voting Law; make changes to comply with federal law.","Campaign Finance and Election Issues","Military",,
"SB 2544","Arrest warrant; require probable cause hearing before issuance.","Crime","Legal Issues",,
"HR 39","Arthur Colbert; commend upon the occasion of his retirement.","Resolutions",,,
"HR 72","Arthur Lee Thomas; commend and congratulate on the occasion of his 70th birthday.","Recreation",,,
"SB 2340","Assault; create crime of indecent assault.","Cro",,,
"HB 3","Assistant teachers; include under the Education Employment Procedures Law.","Education",,,
"HB 31","Assistant teachers; include under the Education Employment Procedures Law.","Education",,,
"HB 507","Association or organization dues; authorize municipalities and counties to deduct from employee's salary at employee's request.","Municipal/County Issues","Labor",,
"HB 1257","Asthma or anaphylaxis medication; revise provisions authorizing self-administration by students.","Health","Education",,
"HB 950","Asthma; require all school districts to take certain actions relating to children with.","Health","Education",,
"HB 316","Athletic and extracurricular organizations; prohibit traveling more than 25 miles in radius outside local school district.","Education","Recreation",,
"HR 95","Attaché Show Choir; commend upon its winning 22 consecutive Grand Championships.","Resolutions",,,
"HB 1741","Attala County; authorize to construct jail anywhere in the county.","Municipal/County Issues","Crime",,
"HB 273","Attempted murder; create criminal offense.","Crime",,,
"HB 547","Attempted murder; establish as a crime.","Crime",,,
"SB 2902","Attorney's fees; owed in suits for certain failures to pay amount when due.","Legal Issues",,,
"HB 1069","Attorneys in Legislature and staff attorneys; exempt from CLE.","Legislative Affairs",,,
"HB 1477","Attorneys in Legislature; provide additional CLE hours during extended session.","Legislative Affairs",,,
"SB 2294","Attorneys; may withdraw from representation in certain circumstances.","Legal Issues",,,
"HB 1489","ATV Alcohol Safety Act; create.","Health","Legal Issues",,
"SB 2778","ATV Alcohol Safety Act; create.","Health","Legal Issues",,
"SC 669","Authorize the establishment of a Mississippi Legislative Prayer Caucus.","Legislative Affairs",,,
"SB 3211","Authorized activity by trustees; clarify that religious denominations or foundations are included.","Social Issues",,,
"HB 221","Auto club memberships; extend repealer on authority of small loan licensees to sell to borrowers.","Transportation","Business and Consumers",,
"SB 2376","Auto club memberships; extend repealer on authority of small loan licensees to sell to borrowers.","Transportation","Business and Consumers",,
"SB 2949","Auto club memberships; extend repealer on authority of small loan licensees to sell to borrowers.","Transportation","Business and Consumers",,
"SB 2395","Auto insurance; deductible provisions shall not apply to windshield damage.","Transportation","Insurance",,
"SB 2432","Auto liability insurance coverage; require before receiving tag.","Transportation","Insurance",,
"SB 3028","Auto liability insurance coverage; require before receiving tag.","Transportation","Insurance",,
"SB 2900","Auto liability insurance; prohibit courts from reducing or suspending the penalty for failure to have proof of insurance.","Transportation","Insurance",,
"HB 638","Auto theft; revise penalties.","Crime","Transportation",,
"HB 53","Automobile insurance; provide that payment of a total loss claim include payment for certain taxes and fees.","Transportation","Insurance",,
"HB 99","Automobile liability insurance; require Department of Public Safety to implement database program on uninsured motorists.","Transportation","Insurance",,
"HB 1175","Bad check law; revise.","Legal Issues","Business and Consumers",,
"HB 1536","Bad check; revise fee for deferral of prosecution.","Legal Issues","Business and Consumers",,
"SB 2863","Bad check; revise fee for deferral of prosecution.","Legal Issues","Business and Consumers",,
"SB 2734","Bail agents; revise licensure laws.","Crime",,,
"SB 2733","Bail agents; revise.","Crime",,,
"HB 900","Bail bonds and agents; revise certain licensing provisions.","Crime",,,
"SB 2890","Bail bonds; clarify Victims of Domestic Violence Fund fee.","Crime",,,
