"Volunteer service: Office of California Volunteers and California Volunteers Commission.","Labor and Employment",,,
"Voluntary greenhouse gas emission offsets.","Environmental",,,
"Voluntary Greenhouse Gas Emission Offset Program Fund. ","Environmental",,,
"Vocational nurses: psychiatric technicians: fees.","Health",,,
"Vital records: fees: disposition of human remains.","Health",,,
"Vital records: fees: Stanislaus County.","Municipal and County Issues",,,
"Virtual Assistant Living and Education program.","Health",,,
"Violent Crime Information Network.","Crime",,,
"Video Customer Service Act: fees.","Technology and Communication",,,
"Victims: restitution.","Crime",,,
"Victims compensation: procedure.","Crime",,,
"Viatical settlements.","Legal Issues",,,
"Veterinarians and registered veterinary technicians.","Other",,,
"Veterans’ remains.","Military",,,
"Veterans’ loans.","Military","Business and Consumers",,
"Veterans’ benefits: Veterans’ Farm and Home Purchase Act of 1943.","Military",,,
"Veterans’ benefits: Department of Veterans Affairs.","Military","Health",,
"Veterans’ Substance Abuse and Mental Health Services Fund.","Military",,,
"Veterans: service providers.","Military",,,
"Veterans: pilot project: cooperative housing.","Military","Housing and Property",,
"Veterans: educational benefits.","Military","Education",,
"Veterans: educational assistance: dependents.","Military","Education","Family and Children Issues",
"Veterans: buildings, memorials, and cemeteries.","Military",,,
"Veterans: benefits.","Military","Labor and Employment",,
"Veterans: Pooled Self-Insurance Fund.","Military","Insurance",,
"Veterans mental health: county plans.","Military","Health",,
"Veterans homes: financial status investigations. ","Military","Business and Consumers",,
"Veterans homes: accounting for charges: written notification.","Military",,,
"Veterans farm and home purchases.","Military",,,
"Veterans cemetery.","Military",,,
"Veterans Housing and Assistance Program.","Military","Housing and Property",,
"Veteran services: state agencies and departments. ","Military","State Agencies",,
"Vessels: operation of vessel.","Transportation",,,
"Vessels: abandonment: abatement. ","Transportation",,,
"Vessels.","Transportation",,,
"Vended water.","Business and Consumers",,,
"Vehicles: wireless telephones.","Transportation","Technology and Communication",,
"Vehicles: wireless telephones and communication devices.","Transportation","Technology and Communication",,
"Vehicles: windshield or side window view: emergency vehicles.","Transportation",,,
"Vehicles: windows.","Transportation",,,
"Vehicles: vehicle registration: required information.","Transportation",,,
"Vehicles: vehicle registration amnesty program.","Transportation",,,
"Vehicles: vehicle miles traveled fee (VMT).","Transportation",,,
"Vehicles: vehicle length limitation.","Transportation",,,
"Vehicles: traffic violator school.","Transportation",,,
"Vehicles: tow trucks: payment of towing charges.","Transportation","Business and Consumers",,
"Vehicles: toll evasion violations.","Transportation",,,
"Vehicles: title.","Transportation",,,
"Vehicles: television broadcast or video signal displays.","Transportation",,,
"Vehicles: supervised driving: young drivers.","Transportation",,,
"Vehicles: speed limits.","Transportation",,,
"Vehicles: specialized license plates: Armed Forces.","Transportation","Military",,
"Vehicles: special license plates: disabled veterans.","Transportation","Military",,
"Vehicles: special interest license plates.","Transportation",,,
"Vehicles: slow moving vehicles.","Transportation",,,
"Vehicles: rules of the road: driving offenses.","Transportation",,,
"Vehicles: removal.","Transportation",,,
"Vehicles: removal of unattended vehicles.","Transportation",,,
"Vehicles: registration: reissuance fee exemption: military.","Transportation",,,
"Vehicles: registration: installment payments.","Transportation",,,
"Vehicles: registration.","Transportation",,,
"Vehicles: registration renewal.","Transportation",,,
"Vehicles: registration and title information.","Transportation",,,
"Vehicles: provisional licensing.","Transportation",,,
"Vehicles: private parking facilities.","Transportation",,,
"Vehicles: parking violations.","Transportation","Crime",,
"Vehicles: parking services and fees.","Transportation","Crime",,
"Vehicles: overnight parking.","Transportation",,,
"Vehicles: official traffic signals.","Transportation",,,
"Vehicles: off-highway vehicle recreation.","Transportation",,,
"Vehicles: off-highway motor vehicle.","Transportation",,,
"Vehicles: nuisance abatement: impoundment.","Transportation",,,
"Vehicles: notice of delinquent parking violation.","Transportation","Crime",,
"Vehicles: motorcycles: special plates.","Transportation",,,
"Vehicles: motorcycles: safety helmets: exceptions.","Transportation",,,
"Vehicles: motorcycle trailers.","Transportation",,,
"Vehicles: motorcycle or motorized bicycle: child passenger.","Transportation","Family and Children Issues",,
"Vehicles: local authority: assessing penalties.","Transportation","Legal Issues",,
"Vehicles: load length.","Transportation",,,
"Vehicles: instruction permits.","Transportation",,,
"Vehicles: instruction permit: motorcycle.","Transportation",,,
"Vehicles: inspection of loads: metal products.","Transportation",,,
"Vehicles: illegal taxicabs.","Transportation","Crime",,
"Vehicles: identification cards and driver’s licenses.","Transportation",,,
"Vehicles: hit and run violations: animals.","Transportation","Animal Rights and Wildlife Issues",,
"Vehicles: high-occupancy vehicle lanes: veterans.","Transportation","Military",,
"Vehicles: high-occupancy vehicle lanes: used by physicians.","Transportation","Health",,
"Vehicles: high-occupancy vehicle lanes.","Transportation",,,
"Vehicles: hazardous materials.","Transportation",,,
"Vehicles: handicapped parking spaces.","Transportation",,,
"Vehicles: gross vehicle weight: idle reduction technology.","Transportation",,,
"Vehicles: firefighter’s driver’s license.","Transportation","Public Services",,
"Vehicles: environmental license plates.","Transportation","Environmental",,
"Vehicles: emergency vehicles: fire apparatus.","Transportation","Public Services",,
"Vehicles: emergency vehicles.","Transportation","Public Services",,
"Vehicles: electronic wireless communications devices: prohibitions. ","Transportation","Technology and Communication",,
"Vehicles: duplicate or substitute certificate of title or license plate.","Transportation",,,
"Vehicles: driving under the influence: repeat offenders.","Transportation","Crime",,
"Vehicles: driving under the influence (DUI): undocumented drivers. ","Transportation","Crime",,
"Vehicles: driving under the influence (DUI): ignition interlock device.","Transportation","Crime",,
"Vehicles: driver’s licenses.","Transportation",,,
"Vehicles: driver’s license: suspension.","Transportation",,,
"Vehicles: driver’s license application form: signed declaration.","Transportation",,,
"Vehicles: driver’s handbook.","Transportation",,,
"Vehicles: drivers’ licenses: competency.","Transportation",,,
"Vehicles: driver education: provisional licenses.","Transportation",,,
"Vehicles: distinguishing placards and special license plates.","Transportation",,,
"Vehicles: disabled person or disabled veteran placard.","Transportation","Military",,
"Vehicles: dealers: consumer credit score disclosure.","Transportation",,,
"Vehicles: dealer.","Transportation",,,
"Vehicles: confidential home addresses: citations.","Transportation",,,
"Vehicles: commercial driver’s license: suspension or revocation.","Transportation",,,
"Vehicles: child passengers.","Transportation","Family and Children Issues",,
"Vehicles: charter-party carriers: bus drivers.","Transportation",,,
"Vehicles: catalytic converters: junk dealers and recyclers.","Transportation",,,
"Vehicles: biennial registration.","Transportation",,,
"Vehicles: bicycles: state highways.","Transportation",,,
"Vehicles: automotive aftermarket: National Car Care Month.","Transportation",,,
"Vehicles: automobile dismantlers: license: applications.","Transportation",,,
"Vehicles: automated traffic enforcement systems.","Transportation",,,
"Vehicles: additional registration fees.","Transportation",,,
"Vehicles: High-occupancy vehicle lanes.","Transportation",,,
"Vehicles: Department of Transportation vehicles. ","Transportation",,,
"Vehicles: Department of Motor Vehicles: records.","Transportation",,,
"Vehicles: Department of Motor Vehicle regulations: exemptions.","Transportation",,,
"Vehicles: DUI: ignition interlock device.","Transportation","Crime",,
"Vehicle warranties: disabled rights.","Transportation",,,
"Vehicle trip reduction.","Transportation",,,
"Vehicle rental agreements: waivers.","Transportation",,,
"Vehicle rental agreements.","Transportation",,,
"Vehicle registration: organ and tissue donation.","Transportation","Health",,
"Vehicle registration: biennial.","Transportation",,,
"Vehicle license fees.","Transportation",,,
"Vector control: state agencies.","State Agencies",,,
"Vector control.","Other",,,
"Vandalism: graffiti: recovery of costs.","Crime",,,
"Vandalism: gang-related graffiti.","Crime",,,
"Valley Fever Awareness Month.","Health",,,
"Vacuum or suction dredge equipment: permits: refund.","Legal Issues",,,
"Vacuum or suction dredge equipment.","Other",,,
"Vaccinations: meningitis.","Health",,,
"Utility rates: schools.","Education","Public Services",,
"Utility property: leases for park purposes.","Public Services",,,
"Utility property.","Public Services",,,
"Utilities: termination of services.","Public Services",,,
"Utilities: Public Utilities Commission: energy: renewable energy resources: rates.","Public Services",,,
"Used oil.","Energy",,,
"Use of X-ray equipment: prohibition: exemptions.","Legal Issues",,,
"Urban water management planning.","Public Services",,,
"Urban water demand management: model water efficient landscape ordinance: scientific panel.","Public Services",,,
"Unruh Civil Rights Act.","Civil Liberties and Civil Rights",,,
"Unlisted telephone numbers.","Technology and Communication",,,
